row_id,grammar,lats,K,N,pd,true_pct,src,verbatim,span,N,K,log2K,pd,m_s,fresh,mean_lag,std_lag,max_lag,min_lag,r,m
85,tri,"[0, 0, 7, 7, 15, 15]",2,6,3,59.4,spin5-output.txt,"15 |      tri | [0, 0, 7, 7, 15, 15] |        2 |      585 |      608 |      583 |      582 |      610 |     59.4 |     21.6 |    11610 |   273208 |      103 |     1000 |      430 |      466",15,6,2,1.0,3,0.138889,2,7.333333,6.128259,15,0,1.0,0.857143
86,quart,"[0, 0, 0, 0, 15, 15]",1,6,3,62.6,spin5-output.txt,"15 |    quart | [0, 0, 0, 0, 15, 15] |        1 |      625 |      627 |      625 |      629 |      624 |     62.6 |     25.2 |    12145 |   265356 |        1 |     1000 |      118 |      130",15,6,1,0.0,3,0.125,4,5.0,7.071068,15,0,1.0,0.857143
87,quart,"[0, 0, 0, 0, 15, 15]",2,6,3,56.1,spin5-output.txt,"15 |    quart | [0, 0, 0, 0, 15, 15] |        2 |      570 |      584 |      578 |      518 |      557 |     56.1 |      8.1 |    14997 |   469400 |      209 |     1000 |      479 |      515",15,6,2,1.0,3,0.125,4,5.0,7.071068,15,0,1.0,0.857143
88,outlier,"[0, 0, 0, 0, 0, 15]",1,6,3,74.1,spin5-output.txt,"15 |  outlier | [0, 0, 0, 0, 0, 15] |        1 |      742 |      743 |      753 |      741 |      728 |     74.1 |     24.7 |    11211 |   240604 |        0 |      414 |      457 |      179",15,6,1,0.0,3,0.0625,5,2.5,5.59017,15,0,1.0,0.857143
89,outlier,"[0, 0, 0, 0, 0, 15]",2,6,3,50.6,spin5-output.txt,"15 |  outlier | [0, 0, 0, 0, 0, 15] |        2 |      528 |      506 |      514 |      486 |      496 |     50.6 |      9.7 |    15728 |   495895 |       34 |      564 |      542 |      282",15,6,2,1.0,3,0.0625,5,2.5,5.59017,15,0,1.0,0.857143
90,zero,"[0, 0, 0, 0, 0, 0]",1,6,3,77.3,spin5-output.txt;spin5-output.txt;spin4-output.txt;spin4-output.txt,"15 |     zero | [0, 0, 0, 0, 0, 0] |        1 |      791 |      755 |      775 |      780 |      762 |     77.3 |     77.3 |     8756 |   187834 |        0 |     1000 |      694 |      694",0,6,1,0.0,3,0.0,6,0.0,0.0,0,0,0.0,0.857143
91,zero,"[0, 0, 0, 0, 0, 0]",2,6,3,50.0,spin5-output.txt;spin5-output.txt;spin4-output.txt;spin4-output.txt,"15 |     zero | [0, 0, 0, 0, 0, 0] |        2 |      523 |      521 |      505 |      453 |      496 |     50.0 |     50.0 |    15133 |   511660 |       17 |     1000 |      547 |      547",0,6,2,1.0,3,0.0,6,0.0,0.0,0,0,0.0,0.857143
92,ladder@0,"[0, 0, 0, 0, 0, 0]",8,6,3,69.0,spin4-output.txt;spin4-output.txt,0 |        8 |   ladder |      686 |      689 |      703 |      681 |      691 |     69.0 |     69.0 |     9964 |   195470 |      806,0,6,8,3.0,3,0.0,6,0.0,0.0,0,0,0.0,0.857143
93,ladder@5,"[0, 1, 2, 3, 4, 5]",1,6,3,97.6,spin4-output.txt,5 |        1 |   ladder |      970 |      980 |      977 |      977 |      974 |     97.6 |     96.4 |     2598 |    43929 |        3,5,6,1,0.0,3,0.0,6,2.5,1.707825,5,0,0.333333,0.857143
94,cohort@5,"[0, 0, 0, 5, 5, 5]",1,6,3,99.0,spin4-output.txt,5 |        1 |   cohort |      991 |      991 |      989 |      991 |      987 |     99.0 |     97.7 |     2493 |    45644 |        0,5,6,1,0.0,3,0.0,6,2.5,2.5,5,0,0.333333,0.857143
95,ladder@5,"[0, 1, 2, 3, 4, 5]",2,6,3,84.9,spin4-output.txt,5 |        2 |   ladder |      870 |      876 |      852 |      838 |      807 |     84.9 |     80.5 |     5773 |   147001 |        8,5,6,2,1.0,3,0.0,6,2.5,1.707825,5,0,0.333333,0.857143
96,cohort@5,"[0, 0, 0, 5, 5, 5]",2,6,3,77.1,spin4-output.txt,5 |        2 |   cohort |      750 |      783 |      768 |      758 |      796 |     77.1 |     69.8 |     8278 |   241738 |       22,5,6,2,1.0,3,0.0,6,2.5,2.5,5,0,0.333333,0.857143
97,ladder@5,"[0, 1, 2, 3, 4, 5]",8,6,3,90.2,spin4-output.txt,5 |        8 |   ladder |      908 |      893 |      903 |      908 |      896 |     90.2 |     80.4 |     4172 |    71893 |      204,5,6,8,3.0,3,0.0,6,2.5,1.707825,5,0,0.333333,0.857143
98,cohort@5,"[0, 0, 0, 5, 5, 5]",8,6,3,88.8,spin4-output.txt,5 |        8 |   cohort |      891 |      888 |      883 |      881 |      896 |     88.8 |     77.3 |     5023 |    90356 |      695,5,6,8,3.0,3,0.0,6,2.5,2.5,5,0,0.333333,0.857143
99,ladder@10,"[0, 2, 4, 6, 8, 10]",1,6,3,93.5,spin4-output.txt,10 |        1 |   ladder |      931 |      931 |      940 |      930 |      942 |     93.5 |     92.3 |     3805 |    89075 |        1,10,6,1,0.0,3,0.041667,4,5.0,3.41565,10,0,0.666667,0.857143
100,cohort@10,"[0, 0, 0, 10, 10, 10]",1,6,3,75.9,spin4-output.txt,10 |        1 |   cohort |      771 |      760 |      762 |      756 |      748 |     75.9 |     53.5 |     8426 |   205817 |        0,10,6,1,0.0,3,0.083333,3,5.0,5.0,10,0,0.666667,0.857143
101,ladder@10,"[0, 2, 4, 6, 8, 10]",2,6,3,89.7,spin4-output.txt,10 |        2 |   ladder |      918 |      891 |      913 |      898 |      867 |     89.7 |     81.5 |     4235 |   103869 |       30,10,6,2,1.0,3,0.041667,4,5.0,3.41565,10,0,0.666667,0.857143
102,cohort@10,"[0, 0, 0, 10, 10, 10]",2,6,3,69.4,spin4-output.txt,10 |        2 |   cohort |      717 |      705 |      668 |      694 |      688 |     69.4 |     43.0 |    10381 |   242959 |       55,10,6,2,1.0,3,0.083333,3,5.0,5.0,10,0,0.666667,0.857143
103,ladder@10,"[0, 2, 4, 6, 8, 10]",8,6,3,90.8,spin4-output.txt,10 |        8 |   ladder |      908 |      902 |      918 |      908 |      905 |     90.8 |     76.5 |     3463 |    60909 |      352,10,6,8,3.0,3,0.041667,4,5.0,3.41565,10,0,0.666667,0.857143
104,cohort@10,"[0, 0, 0, 10, 10, 10]",8,6,3,82.6,spin4-output.txt,10 |        8 |   cohort |      829 |      823 |      829 |      829 |      822 |     82.6 |     58.3 |     7589 |   138405 |      602,10,6,8,3.0,3,0.083333,3,5.0,5.0,10,0,0.666667,0.857143
105,ladder@15,"[0, 3, 6, 9, 12, 15]",8,6,3,70.7,spin4-output.txt,15 |        8 |   ladder |      705 |      710 |      709 |      714 |      697 |     70.7 |     26.7 |     6265 |   114005 |      255,15,6,8,3.0,3,0.125,3,7.5,5.123475,15,0,1.0,0.857143
106,cohort@15,"[0, 0, 0, 15, 15, 15]",8,6,3,61.4,spin4-output.txt,15 |        8 |   cohort |      617 |      614 |      612 |      612 |      617 |     61.4 |     17.5 |    12839 |   263156 |      249,15,6,8,3.0,3,0.1875,3,7.5,7.5,15,0,1.0,0.857143
107,ladder@20,"[0, 4, 8, 12, 16, 20]",1,6,3,49.2,spin4-output.txt,20 |        1 |   ladder |      490 |      481 |      497 |      498 |      496 |     49.2 |     20.1 |    10028 |   213323 |      480,20,6,1,0.0,3,0.222222,2,10.0,6.831301,20,0,1.333333,0.857143
108,cohort@20,"[0, 0, 0, 20, 20, 20]",1,6,3,49.3,spin4-output.txt,20 |        1 |   cohort |      499 |      494 |      485 |      503 |      484 |     49.3 |      6.0 |    14756 |   476472 |        0,20,6,1,0.0,3,0.291667,3,10.0,10.0,20,0,1.333333,0.857143
109,ladder@20,"[0, 4, 8, 12, 16, 20]",2,6,3,47.7,spin4-output.txt,20 |        2 |   ladder |      476 |      479 |      474 |      480 |      475 |     47.7 |     13.3 |    10840 |   228524 |       88,20,6,2,1.0,3,0.222222,2,10.0,6.831301,20,0,1.333333,0.857143
110,cohort@20,"[0, 0, 0, 20, 20, 20]",2,6,3,38.5,spin4-output.txt,20 |        2 |   cohort |      390 |      386 |      385 |      378 |      387 |     38.5 |      6.2 |    17858 |   536993 |      159,20,6,2,1.0,3,0.291667,3,10.0,10.0,20,0,1.333333,0.857143
111,ladder@20,"[0, 4, 8, 12, 16, 20]",8,6,3,43.2,spin4-output.txt,20 |        8 |   ladder |      430 |      427 |      428 |      433 |      440 |     43.2 |     12.6 |     9774 |   186522 |      214,20,6,8,3.0,3,0.222222,2,10.0,6.831301,20,0,1.333333,0.857143
112,cohort@20,"[0, 0, 0, 20, 20, 20]",8,6,3,47.3,spin4-output.txt,20 |        8 |   cohort |      476 |      473 |      473 |      473 |      469 |     47.3 |      8.9 |    16591 |   369252 |      252,20,6,8,3.0,3,0.291667,3,10.0,10.0,20,0,1.333333,0.857143
113,ladder@30,"[0, 30]",1,2,3,12.4,spin4-output.txt;spin11-output.txt,"2 |        1 |  [0, 30] |     12.4 |     10.6 |     8245 |   192533",30,2,1,0.0,3,0.5,1,15.0,15.0,30,0,2.0,0.285714
114,ladder@30,"[0, 30]",2,2,3,14.5,spin4-output.txt,"2 |        2 |  [0, 30] |     14.5 |      9.9 |     8192 |   192284",30,2,2,1.0,3,0.5,1,15.0,15.0,30,0,2.0,0.285714
115,ladder@30,"[0, 30]",8,2,3,14.1,spin4-output.txt,"2 |        8 |  [0, 30] |     14.1 |      8.6 |     8172 |   192272",30,2,8,3.0,3,0.5,1,15.0,15.0,30,0,2.0,0.285714
116,ladder@30,"[0, 15, 30]",1,3,3,10.0,spin4-output.txt;spin11-output.txt,"3 |        1 | [0, 15, 30] |     10.0 |      5.8 |     8743 |   204296",30,3,1,0.0,3,0.458333,1,15.0,12.247449,30,0,2.0,0.428571
117,ladder@30,"[0, 15, 30]",2,3,3,12.4,spin4-output.txt,"3 |        2 | [0, 15, 30] |     12.4 |      4.7 |     8699 |   204501",30,3,2,1.0,3,0.458333,1,15.0,12.247449,30,0,2.0,0.428571
118,ladder@30,"[0, 15, 30]",8,3,3,12.7,spin4-output.txt,"3 |        8 | [0, 15, 30] |     12.7 |      4.1 |     8665 |   204158",30,3,8,3.0,3,0.458333,1,15.0,12.247449,30,0,2.0,0.428571
119,ladder30@pd1,"[0, 30]",1,2,1,4.2,spin11-output.txt,pd=1 N=2 true12=4.2,30,2,1,0.0,1,0.5,1,15.0,15.0,30,0,2.0,0.666667
120,ladder30@pd1,"[0, 15, 30]",1,3,1,0.1,spin11-output.txt,pd=1 N=3 true12=0.1,30,3,1,0.0,1,0.458333,1,15.0,12.247449,30,0,2.0,1.0
121,ladder30@pd1,"[0, 10, 20, 30]",1,4,1,0.1,spin11-output.txt,pd=1 N=4 true12=0.1,30,4,1,0.0,1,0.4375,1,15.0,11.18034,30,0,2.0,1.333333
122,ladder30@pd1,"[0, 8, 15, 22, 30]",1,5,1,0.1,spin11-output.txt,pd=1 N=5 true12=0.1,30,5,1,0.0,1,0.425,1,15.0,10.469002,30,0,2.0,1.666667
123,ladder30@pd1,"[0, 6, 12, 18, 24, 30]",1,6,1,0.1,spin11-output.txt,pd=1 N=6 true12=0.1,30,6,1,0.0,1,0.416667,2,15.0,10.246951,30,0,2.0,2.0
124,ladder30@pd1,"[0, 5, 10, 15, 20, 25, 30]",1,7,1,0.1,spin11-output.txt,pd=1 N=7 true12=0.1,30,7,1,0.0,1,0.416667,2,15.0,10.0,30,0,2.0,2.333333
125,ladder30@pd1,"[0, 4, 9, 13, 17, 21, 26, 30]",1,8,1,0.1,spin11-output.txt,pd=1 N=8 true12=0.1,30,8,1,0.0,1,0.416667,2,15.0,9.823441,30,0,2.0,2.666667
126,ladder30@pd1,"[0, 3, 5, 8, 11, 14, 16, 19, 22, 25, 27, 30]",1,12,1,0.1,spin11-output.txt,pd=1 N=12 true12=0.1,30,12,1,0.0,1,0.409722,3,15.0,9.44281,30,0,2.0,4.0
127,ladder30@pd1,"[0, 2, 5, 8, 10, 12, 15, 18, 20, 22, 25, 28, 30]",1,13,1,0.1,spin11-output.txt,pd=1 N=13 true12=0.1,30,13,1,0.0,1,0.410256,3,15.0,9.421742,30,0,2.0,4.333333
128,ladder30@pd1,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 29, 30]",1,24,1,0.1,spin11-output.txt,pd=1 N=24 true12=0.1,30,24,1,0.0,1,0.404514,5,15.0,9.009255,30,0,2.0,8.0
129,ladder30@pd1,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30]",1,25,1,0.1,spin11-output.txt,pd=1 N=25 true12=0.1,30,25,1,0.0,1,0.405,6,15.0,9.068627,30,0,2.0,8.333333
130,ladder30@pd2,"[0, 30]",1,2,2,15.3,spin11-output.txt,pd=2 N=2 true12=15.3,30,2,1,0.0,2,0.5,1,15.0,15.0,30,0,2.0,0.4
131,ladder30@pd2,"[0, 15, 30]",1,3,2,12.9,spin11-output.txt,pd=2 N=3 true12=12.9,30,3,1,0.0,2,0.458333,1,15.0,12.247449,30,0,2.0,0.6
132,ladder30@pd2,"[0, 10, 20, 30]",1,4,2,32.6,spin11-output.txt,pd=2 N=4 true12=32.6,30,4,1,0.0,2,0.4375,1,15.0,11.18034,30,0,2.0,0.8
133,ladder30@pd2,"[0, 8, 15, 22, 30]",1,5,2,0.2,spin11-output.txt,pd=2 N=5 true12=0.2,30,5,1,0.0,2,0.425,1,15.0,10.469002,30,0,2.0,1.0
134,ladder30@pd2,"[0, 6, 12, 18, 24, 30]",1,6,2,0.2,spin11-output.txt,pd=2 N=6 true12=0.2,30,6,1,0.0,2,0.416667,2,15.0,10.246951,30,0,2.0,1.2
135,ladder30@pd2,"[0, 5, 10, 15, 20, 25, 30]",1,7,2,0.1,spin11-output.txt,pd=2 N=7 true12=0.1,30,7,1,0.0,2,0.416667,2,15.0,10.0,30,0,2.0,1.4
136,ladder30@pd2,"[0, 4, 9, 13, 17, 21, 26, 30]",1,8,2,0.1,spin11-output.txt,pd=2 N=8 true12=0.1,30,8,1,0.0,2,0.416667,2,15.0,9.823441,30,0,2.0,1.6
137,ladder30@pd2,"[0, 3, 5, 8, 11, 14, 16, 19, 22, 25, 27, 30]",1,12,2,0.1,spin11-output.txt,pd=2 N=12 true12=0.1,30,12,1,0.0,2,0.409722,3,15.0,9.44281,30,0,2.0,2.4
138,ladder30@pd2,"[0, 2, 5, 8, 10, 12, 15, 18, 20, 22, 25, 28, 30]",1,13,2,0.1,spin11-output.txt,pd=2 N=13 true12=0.1,30,13,1,0.0,2,0.410256,3,15.0,9.421742,30,0,2.0,2.6
139,ladder30@pd2,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 29, 30]",1,24,2,0.1,spin11-output.txt,pd=2 N=24 true12=0.1,30,24,1,0.0,2,0.404514,5,15.0,9.009255,30,0,2.0,4.8
140,ladder30@pd2,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30]",1,25,2,0.1,spin11-output.txt,pd=2 N=25 true12=0.1,30,25,1,0.0,2,0.405,6,15.0,9.068627,30,0,2.0,5.0
141,ladder30@pd3,"[0, 10, 20, 30]",1,4,3,10.5,spin11-output.txt,pd=3 N=4 true12=10.5,30,4,1,0.0,3,0.4375,1,15.0,11.18034,30,0,2.0,0.571429
142,ladder30@pd3,"[0, 8, 15, 22, 30]",1,5,3,11.9,spin11-output.txt,pd=3 N=5 true12=11.9,30,5,1,0.0,3,0.425,1,15.0,10.469002,30,0,2.0,0.714286
143,ladder30@pd3,"[0, 5, 10, 15, 20, 25, 30]",1,7,3,0.3,spin11-output.txt,pd=3 N=7 true12=0.3,30,7,1,0.0,3,0.416667,2,15.0,10.0,30,0,2.0,1.0
144,ladder30@pd3,"[0, 4, 9, 13, 17, 21, 26, 30]",1,8,3,0.2,spin11-output.txt,pd=3 N=8 true12=0.2,30,8,1,0.0,3,0.416667,2,15.0,9.823441,30,0,2.0,1.142857
145,ladder30@pd3,"[0, 3, 5, 8, 11, 14, 16, 19, 22, 25, 27, 30]",1,12,3,0.1,spin11-output.txt,pd=3 N=12 true12=0.1,30,12,1,0.0,3,0.409722,3,15.0,9.44281,30,0,2.0,1.714286
146,ladder30@pd3,"[0, 2, 5, 8, 10, 12, 15, 18, 20, 22, 25, 28, 30]",1,13,3,0.1,spin11-output.txt,pd=3 N=13 true12=0.1,30,13,1,0.0,3,0.410256,3,15.0,9.421742,30,0,2.0,1.857143
147,ladder30@pd3,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 29, 30]",1,24,3,0.1,spin11-output.txt,pd=3 N=24 true12=0.1,30,24,1,0.0,3,0.404514,5,15.0,9.009255,30,0,2.0,3.428571
148,ladder30@pd3,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30]",1,25,3,0.1,spin11-output.txt,pd=3 N=25 true12=0.1,30,25,1,0.0,3,0.405,6,15.0,9.068627,30,0,2.0,3.571429
149,ladder30@pd6,"[0, 30]",1,2,6,9.6,spin11-output.txt,pd=6 N=2 true12=9.6,30,2,1,0.0,6,0.5,1,15.0,15.0,30,0,2.0,0.153846
150,ladder30@pd6,"[0, 15, 30]",1,3,6,8.4,spin11-output.txt,pd=6 N=3 true12=8.4,30,3,1,0.0,6,0.458333,1,15.0,12.247449,30,0,2.0,0.230769
151,ladder30@pd6,"[0, 10, 20, 30]",1,4,6,8.5,spin11-output.txt,pd=6 N=4 true12=8.5,30,4,1,0.0,6,0.4375,1,15.0,11.18034,30,0,2.0,0.307692
152,ladder30@pd6,"[0, 8, 15, 22, 30]",1,5,6,8.3,spin11-output.txt,pd=6 N=5 true12=8.3,30,5,1,0.0,6,0.425,1,15.0,10.469002,30,0,2.0,0.384615
153,ladder30@pd6,"[0, 6, 12, 18, 24, 30]",1,6,6,8.4,spin11-output.txt,pd=6 N=6 true12=8.4,30,6,1,0.0,6,0.416667,2,15.0,10.246951,30,0,2.0,0.461538
154,ladder30@pd6,"[0, 5, 10, 15, 20, 25, 30]",1,7,6,8.1,spin11-output.txt,pd=6 N=7 true12=8.1,30,7,1,0.0,6,0.416667,2,15.0,10.0,30,0,2.0,0.538462
155,ladder30@pd6,"[0, 4, 9, 13, 17, 21, 26, 30]",1,8,6,7.9,spin11-output.txt,pd=6 N=8 true12=7.9,30,8,1,0.0,6,0.416667,2,15.0,9.823441,30,0,2.0,0.615385
156,ladder30@pd6,"[0, 3, 5, 8, 11, 14, 16, 19, 22, 25, 27, 30]",1,12,6,13.3,spin11-output.txt,pd=6 N=12 true12=13.3,30,12,1,0.0,6,0.409722,3,15.0,9.44281,30,0,2.0,0.923077
157,ladder30@pd6,"[0, 2, 5, 8, 10, 12, 15, 18, 20, 22, 25, 28, 30]",1,13,6,2.3,spin11-output.txt,pd=6 N=13 true12=2.3,30,13,1,0.0,6,0.410256,3,15.0,9.421742,30,0,2.0,1.0
158,ladder30@pd6,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 29, 30]",1,24,6,0.1,spin11-output.txt,pd=6 N=24 true12=0.1,30,24,1,0.0,6,0.404514,5,15.0,9.009255,30,0,2.0,1.846154
159,ladder30@pd6,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30]",1,25,6,0.1,spin11-output.txt,pd=6 N=25 true12=0.1,30,25,1,0.0,6,0.405,6,15.0,9.068627,30,0,2.0,1.923077
160,ladder30@pd12,"[0, 30]",1,2,12,9.4,spin11-output.txt,pd=12 N=2 true12=9.4,30,2,1,0.0,12,0.5,1,15.0,15.0,30,0,2.0,0.08
161,ladder30@pd12,"[0, 15, 30]",1,3,12,8.7,spin11-output.txt,pd=12 N=3 true12=8.7,30,3,1,0.0,12,0.458333,1,15.0,12.247449,30,0,2.0,0.12
162,ladder30@pd12,"[0, 10, 20, 30]",1,4,12,8.7,spin11-output.txt,pd=12 N=4 true12=8.7,30,4,1,0.0,12,0.4375,1,15.0,11.18034,30,0,2.0,0.16
163,ladder30@pd12,"[0, 8, 15, 22, 30]",1,5,12,8.7,spin11-output.txt,pd=12 N=5 true12=8.7,30,5,1,0.0,12,0.425,1,15.0,10.469002,30,0,2.0,0.2
164,ladder30@pd12,"[0, 6, 12, 18, 24, 30]",1,6,12,8.4,spin11-output.txt,pd=12 N=6 true12=8.4,30,6,1,0.0,12,0.416667,2,15.0,10.246951,30,0,2.0,0.24
165,ladder30@pd12,"[0, 5, 10, 15, 20, 25, 30]",1,7,12,8.5,spin11-output.txt,pd=12 N=7 true12=8.5,30,7,1,0.0,12,0.416667,2,15.0,10.0,30,0,2.0,0.28
166,ladder30@pd12,"[0, 4, 9, 13, 17, 21, 26, 30]",1,8,12,8.4,spin11-output.txt,pd=12 N=8 true12=8.4,30,8,1,0.0,12,0.416667,2,15.0,9.823441,30,0,2.0,0.32
167,ladder30@pd12,"[0, 3, 5, 8, 11, 14, 16, 19, 22, 25, 27, 30]",1,12,12,7.8,spin11-output.txt,pd=12 N=12 true12=7.8,30,12,1,0.0,12,0.409722,3,15.0,9.44281,30,0,2.0,0.48
168,ladder30@pd12,"[0, 2, 5, 8, 10, 12, 15, 18, 20, 22, 25, 28, 30]",1,13,12,7.7,spin11-output.txt,pd=12 N=13 true12=7.7,30,13,1,0.0,12,0.410256,3,15.0,9.421742,30,0,2.0,0.52
169,ladder30@pd12,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 25, 26, 27, 29, 30]",1,24,12,7.8,spin11-output.txt,pd=12 N=24 true12=7.8,30,24,1,0.0,12,0.404514,5,15.0,9.009255,30,0,2.0,0.96
170,ladder30@pd12,"[0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30]",1,25,12,8.0,spin11-output.txt,pd=12 N=25 true12=8.0,30,25,1,0.0,12,0.405,6,15.0,9.068627,30,0,2.0,1.0
